run_id,algorithm,instance,seed,iter,k,current_cost,best_cost,delta,accepted,shake_applied,shake_tries,shake_invalid,vnd_rounds,vnd_improvements,neighbors_evaluated,ivns_string,ivns_string_length,ivns_complexity_score,ivns_generation_tries,ivns_strings_generated_iter,ivns_strings_valid_iter,ivns_strings_invalid_iter,ivns_strings_evaluated_iter,ivns_strings_selected_iter,ivns_strings_accepted_iter,ivns_unique_strings_iter,ivns_filter_reject_reason,elapsed_time_seconds,status,error,source_path,ivns_profile,vnd_mode,variant,experiment_group
ivns_A-n33-k5_13,ivns,A-n33-k5,13,1,1,1635,1635,-155,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,1,,0.013,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,2,1,1480,1480,-155,True,False,,,,,1,rarb,4,10,3,3,1,2,1,1,1,2,Complejidad excesiva: 21 > 14.,0.028001,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,3,1,1336,1336,-144,True,False,,,,,1,rarac,5,14,2,2,1,1,1,1,1,3,Complejidad excesiva: 18 > 14.,0.048002,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,4,1,1283,1283,-53,True,False,,,,,1,rab,3,7,2,2,1,1,1,1,1,4,Longitud excesiva: 11 > 10.,0.057002,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,5,1,1244,1244,-39,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,5,,0.075003,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,6,1,1244,1244,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,6,,0.134006,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,7,1,1244,1244,0,False,False,,,,,0,rfabg,5,13,2,2,1,1,0,1,0,7,Complejidad excesiva: 17 > 14.,0.20701,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,8,1,1220,1220,-24,True,False,,,,,1,raac,4,11,2,2,1,1,1,1,1,7,duplicated-string,0.22301,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,9,1,1220,1220,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,8,,0.287014,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_13,ivns,A-n33-k5,13,10,1,1167,1167,-53,True,False,,,,,1,rarac,5,14,1,1,1,0,1,1,1,8,,0.309015,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,1,1,1563,1563,-172,True,False,,,,,1,rarb,4,10,1,1,1,0,1,1,1,1,,0.015,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,2,1,1433,1433,-130,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,2,,0.035001,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,3,1,1433,1433,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,3,,0.102005,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,4,1,1324,1324,-109,True,False,,,,,1,rarb,4,10,2,2,1,1,1,1,1,3,duplicated-string,0.117005,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,5,1,1324,1324,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,4,,0.176008,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,6,1,1234,1234,-90,True,False,,,,,1,rarac,5,14,1,1,1,0,1,1,1,5,,0.197009,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,7,1,1169,1169,-65,True,False,,,,,1,rab,3,7,1,1,1,0,1,1,1,6,,0.20601,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,8,1,1127,1127,-42,True,False,,,,,1,rab,3,7,2,2,1,1,1,1,1,6,Complejidad excesiva: 17 > 14.,0.21501,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,9,1,1127,1127,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,6,,0.277013,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_14,ivns,A-n33-k5,14,10,1,1091,1091,-36,True,False,,,,,1,rarb,4,10,2,2,1,1,1,1,1,6,Complejidad excesiva: 21 > 14.,0.292014,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,1,1,1730,1730,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,1,,0.083003,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,2,1,1634,1634,-96,True,False,,,,,1,rab,3,7,2,2,1,1,1,1,1,2,Cadena desbalanceada por frecuencia de símbolos.,0.095003,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,3,1,1527,1527,-107,True,False,,,,,1,raac,4,11,2,2,1,1,1,1,1,3,Complejidad excesiva: 17 > 14.,0.108004,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,4,1,1431,1431,-96,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,4,,0.133005,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,5,1,1364,1364,-67,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,4,,0.148006,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,6,1,1329,1329,-35,True,False,,,,,1,rab,3,7,2,2,1,1,1,1,1,4,Complejidad excesiva: 20 > 14.,0.160007,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,7,1,1329,1329,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,4,,0.230011,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,8,1,1329,1329,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,5,,0.289014,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,9,1,1271,1271,-58,True,False,,,,,1,rfg,3,9,6,6,1,5,1,1,1,5,Complejidad excesiva: 18 > 14.,0.315015,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_15,ivns,A-n33-k5,15,10,1,1271,1271,0,False,False,,,,,0,raarbb,6,14,1,1,1,0,0,1,0,6,,0.381018,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,1,1,1605,1605,-161,True,False,,,,,1,rarb,4,10,2,2,1,1,1,1,1,1,Complejidad excesiva: 16 > 14.,0.015001,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,2,1,1496,1496,-109,True,False,,,,,1,rab,3,7,1,1,1,0,1,1,1,2,,0.028002,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,3,1,1397,1397,-99,True,False,,,,,1,raac,4,11,4,4,1,3,1,1,1,3,Complejidad excesiva: 18 > 14.,0.040002,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,4,1,1350,1350,-47,True,False,,,,,1,rarb,4,10,2,2,1,1,1,1,1,3,Cadena desbalanceada por frecuencia de símbolos.,0.055003,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,5,1,1247,1247,-103,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,4,,0.073004,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,6,1,1209,1209,-38,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,4,,0.092005,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,7,1,1174,1174,-35,True,False,,,,,1,rarb,4,10,3,3,1,2,1,1,1,4,Complejidad excesiva: 20 > 14.,0.107005,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,8,1,1122,1122,-52,True,False,,,,,1,rarac,5,14,1,1,1,0,1,1,1,5,,0.128006,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,9,1,1099,1099,-23,True,False,,,,,1,rab,3,7,1,1,1,0,1,1,1,5,,0.141007,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_16,ivns,A-n33-k5,16,10,1,1083,1083,-16,True,False,,,,,1,rffe,4,14,2,2,1,1,1,1,1,6,Complejidad excesiva: 17 > 14.,0.19801,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,1,1,1853,1853,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,1,,0.060003,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,2,1,1737,1737,-116,True,False,,,,,1,rab,3,7,1,1,1,0,1,1,1,2,,0.075003,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,3,1,1602,1602,-135,True,False,,,,,1,raac,4,11,2,2,1,1,1,1,1,3,Cadena desbalanceada por frecuencia de símbolos.,0.086004,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,4,1,1500,1500,-102,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,3,,0.097005,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,5,1,1417,1417,-83,True,False,,,,,1,rarb,4,10,1,1,1,0,1,1,1,4,,0.111005,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,6,1,1346,1346,-71,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,5,,0.128006,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,7,1,1226,1226,-120,True,False,,,,,1,rarac,5,14,1,1,1,0,1,1,1,6,,0.149007,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,8,1,1170,1170,-56,True,False,,,,,1,rarac,5,14,1,1,1,0,1,1,1,6,,0.170008,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,9,1,1140,1140,-30,True,False,,,,,1,raac,4,11,2,2,1,1,1,1,1,6,Complejidad excesiva: 17 > 14.,0.187009,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_17,ivns,A-n33-k5,17,10,1,1091,1091,-49,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,6,,0.20501,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,1,1,1779,1779,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,1,,0.060003,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,2,1,1779,1779,0,False,False,,,,,0,raabrb,6,14,2,2,1,1,0,1,0,2,Complejidad excesiva: 21 > 14.,0.126006,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,3,1,1619,1619,-160,True,False,,,,,1,rab,3,7,2,2,1,1,1,1,1,3,Complejidad excesiva: 22 > 14.,0.135006,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,4,1,1501,1501,-118,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,4,,0.155007,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,5,1,1501,1501,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,5,,0.21701,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,6,1,1501,1501,0,False,False,,,,,0,rfrg,4,12,4,4,1,3,0,1,0,5,Complejidad excesiva: 17 > 14.,0.279012,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,7,1,1426,1426,-75,True,False,,,,,1,rfg,3,9,3,3,1,2,1,1,1,5,duplicated-string,0.303013,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,8,1,1426,1426,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,5,,0.364016,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,9,1,1360,1360,-66,True,False,,,,,1,rab,3,7,1,1,1,0,1,1,1,5,,0.373017,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_18,ivns,A-n33-k5,18,10,1,1360,1360,0,False,False,,,,,0,rfrg,4,12,2,2,1,1,0,1,0,5,Complejidad excesiva: 16 > 14.,0.432021,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,1,1,1657,1657,0,False,False,,,,,0,rffe,4,14,3,3,1,2,0,1,0,1,Complejidad excesiva: 21 > 14.,0.063003,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,2,1,1657,1657,0,False,False,,,,,0,raarbb,6,14,2,2,1,1,0,1,0,2,Complejidad excesiva: 17 > 14.,0.128006,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,3,1,1525,1525,-132,True,False,,,,,1,rarb,4,10,2,2,1,1,1,1,1,3,duplicated-string,0.149007,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,4,1,1466,1466,-59,True,False,,,,,1,rab,3,7,8,8,1,7,1,1,1,4,Complejidad excesiva: 17 > 14.,0.161007,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,5,1,1432,1432,-34,True,False,,,,,1,raac,4,11,3,3,1,2,1,1,1,5,Complejidad excesiva: 20 > 14.,0.173008,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,6,1,1432,1432,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,6,,0.232011,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,7,1,1338,1338,-94,True,False,,,,,1,rfg,3,9,1,1,1,0,1,1,1,7,,0.252012,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,8,1,1338,1338,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,7,,0.312015,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,9,1,1273,1273,-65,True,False,,,,,1,rarb,4,10,3,3,1,2,1,1,1,7,Complejidad excesiva: 20 > 14.,0.327015,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_19,ivns,A-n33-k5,19,10,1,1273,1273,0,False,False,,,,,0,rfrg,4,12,3,3,1,2,0,1,0,7,Complejidad excesiva: 15 > 14.,0.386018,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,1,1,1701,1701,-196,True,False,,,,,1,rarac,5,14,1,1,1,0,1,1,1,1,,0.022001,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,2,1,1552,1552,-149,True,False,,,,,1,rfg,3,9,4,4,1,3,1,1,1,2,Complejidad excesiva: 17 > 14.,0.039002,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,3,1,1419,1419,-133,True,False,,,,,1,rab,3,7,2,2,1,1,1,1,1,3,Complejidad excesiva: 18 > 14.,0.048003,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,4,1,1367,1367,-52,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,4,,0.059003,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,5,1,1367,1367,0,False,False,,,,,0,rarabb,6,14,1,1,1,0,0,1,0,5,,0.123006,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,6,1,1322,1322,-45,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,5,,0.135007,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,7,1,1275,1275,-47,True,False,,,,,1,rarac,5,14,1,1,1,0,1,1,1,5,,0.156008,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,8,1,1275,1275,0,False,False,,,,,0,rfrg,4,12,2,2,1,1,0,1,0,6,Complejidad excesiva: 23 > 14.,0.215011,timeout,tiempo límite agotado aplicando criterio ivns: 0.05 segundos.,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,9,1,1194,1194,-81,True,False,,,,,1,raac,4,11,3,3,1,2,1,1,1,6,Complejidad excesiva: 17 > 14.,0.227011,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_20,ivns,A-n33-k5,20,10,1,1141,1141,-53,True,False,,,,,1,rarac,5,14,2,2,1,1,1,1,1,6,Complejidad excesiva: 17 > 14.,0.246012,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
ivns_A-n33-k5_21,ivns,A-n33-k5,21,1,1,1541,1541,-176,True,False,,,,,1,rarb,4,10,1,1,1,0,1,1,1,1,,0.015001,ok,,/home/olivia3/Proyectos Uni/vrp/results/oficiales-ivns-variants/trace-ivns-baseline-first.csv,baseline,first,baseline-first,official_variants
